Price,Address,Size,Rooms
 34.68 M Ft ," Angyalföld, XIII. kerület", 51 m² terület, 1 + 1 fél szoba
 29.9 M Ft ," Erzsébetfalva, XX. kerület", 72 m² terület, 2 + 1 fél szoba
 31.61 M Ft ," Váci út, XIII. kerület", 45 m² terület, 1 szoba
 25.3 M Ft ," Munkásotthon utca, IV. kerület", 34 m² terület, 1 + 1 fél szoba
 31.61 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 45 m² terület, 1 szoba
 33.9 M Ft ," Nádor utca, V. kerület", 28 m² terület, 1 + 1 fél szoba
 30.79 M Ft ," Göncöl utca 10, XIII. kerület", 38 m² terület, 2 szoba
 27.5 M Ft ," Megyer – Szilaspatak-lakópark, IV. kerület", 50 m² terület, 1 + 1 fél szoba
 33.5 M Ft ," Keszkenő utca, XIII. kerület", 45 m² terület, 1 + 1 fél szoba
 16.5 M Ft ," Újpest, IV. kerület", 19 m² terület, 1 szoba
 29.3 M Ft ," Lehel utca, XIII. kerület", 31 m² terület, 1 szoba
 33.5 M Ft ," Vizafogó – Dagály utcai lakótelep, XIII. kerület", 57 m² terület, 1 + 1 fél szoba
 24.9 M Ft ," Erzsébetfalva, XX. kerület", 45 m² terület, 2 szoba
 34.5 M Ft ," Dózsa György út, XIII. kerület", 54 m² terület, 1 szoba
 32.7 M Ft ," Kossuth Lajos utca, XX. kerület", 60 m² terület, 2 szoba
 27.9 M Ft ," Baross utca, IV. kerület", 52 m² terület, 2 szoba
 22.9 M Ft ," Kossuth utca, IV. kerület", 56 m² terület, 2 szoba
 36.9 M Ft ," Jakab József utca, XIII. kerület", 37 m² terület, 1 szoba
 34.8 M Ft ," Jakab József utca, XIII. kerület", 29 m² terület, 1 szoba
 25.5 M Ft ," Eperjes utca, XX. kerület", 56 m² terület, 2 szoba
 19.5 M Ft ," Pannónia út, XIX. kerület", 31 m² terület, 1 szoba
 35.5 M Ft ," Erdősor út, IV. kerület", 61 m² terület, 3 szoba
 27.3 M Ft ," Forgách utca, XIII. kerület", 32 m² terület, 1 szoba
 16.5 M Ft ," Erzsébetfalva, XX. kerület", 28 m² terület, 1 szoba
 11 M Ft ," Fiastyúk utca, XIII. kerület", 11 m² terület, 1 szoba
 22.9 M Ft ," Fiastyúk utca, XIII. kerület", 22 m² terület, 1 szoba
 18.9 M Ft ," Csángó utca, XIII. kerület", 27 m² terület, 1 szoba
 22.5 M Ft ," Kispest-Kertváros, XIX. kerület", 56 m² terület, 2 szoba
 29.7 M Ft ," Lehel utca, XIII. kerület", 30 m² terület, 1 szoba
 25.69 M Ft ," Lehel utca, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 25.69 M Ft ," Lehel utca, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 37.1 M Ft ," Fiastyúk utca, XIII. kerület", 38 m² terület, 2 szoba
 33.5 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 32.9 M Ft ," Lehel utca, XIII. kerület", 47 m² terület, 2 szoba
 35 M Ft ," Kossuth Lajos utca, XX. kerület", 41 m² terület, 1 + 1 fél szoba
 31.9 M Ft ," Gogol utca 34, XIII. kerület", 45 m² terület, 1 + 1 fél szoba
 38 M Ft ," Hajdú utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 24 M Ft ," Erzsébetfalva, XX. kerület", 43 m² terület, 1 + 1 fél szoba
 15.9 M Ft ," Dévényi utca, XIII. kerület", 27 m² terület, 1 szoba
 26.5 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 39 m² terület, 1 szoba
 24.9 M Ft ," Újlipótvárosi lakótelep, XIII. kerület", 41 m² terület, 1 szoba
 26 M Ft ," Baross utca, IV. kerület", 50 m² terület, 1 + 1 fél szoba
 32.9 M Ft ," Váci út, XIII. kerület", 37 m² terület, 1 szoba
 32.9 M Ft ," Váci út, XIII. kerület", 44 m² terület, 1 + 1 fél szoba
 13.9 M Ft ," Szent Imre herceg utca, XX. kerület", 28 m² terület, 1 szoba
 19.5 M Ft ," Alsóteleki utca, XX. kerület", 38 m² terület, 1 szoba
 27.8 M Ft ," Tátra tér, XX. kerület", 53 m² terület, 2 szoba
 35.9 M Ft ," Kispest, XIX. kerület", 52 m² terület, 3 szoba
 22.9 M Ft ," Mohács utca, XIII. kerület", 31 m² terület, 1 szoba
 22 M Ft ," Béke utca, XIII. kerület", 30 m² terület, 1 szoba
 32.6 M Ft ," Székelyhíd utca, XX. kerület", 52 m² terület, 2 szoba
 38 M Ft ," Székelyhíd utca, XX. kerület", 61 m² terület, 2 szoba
 25.9 M Ft ," Lőrinc utca, IV. kerület", 36 m² terület, 1 szoba
 21.5 M Ft ," Vág utca, XX. kerület", 25 m² terület, 1 + 1 fél szoba
 21.9 M Ft ," Vág utca, XX. kerület", 44 m² terület, 2 szoba
 27.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 42 m² terület, 1 + 1 fél szoba
 26 M Ft ," Pozsonyi utca, IV. kerület", 46 m² terület, 2 szoba
 21.3 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 38 m² terület, 1 szoba
 35 M Ft ," Vizafogó, XIII. kerület", 56 m² terület, 3 szoba
 32.9 M Ft ," Angyalföld-Kertváros, XIII. kerület", 33 m² terület, 2 szoba
 29.5 M Ft ," Béke utca 63, XIII. kerület", 54 m² terület, 2 + 1 fél szoba
 29.7 M Ft ," Szent Imre utca, IV. kerület", 52 m² terület, 2 szoba
 33.9 M Ft ," Székelyhíd utca, XX. kerület", 52 m² terület, 2 szoba
 36.5 M Ft ," Egyetem tér, V. kerület", 40 m² terület, 1 + 1 fél szoba
 38 M Ft ," Közműhelytelep utca, XX. kerület", 54 m² terület, 2 szoba
 37.9 M Ft ," Béke utca, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 38 M Ft ," Munkásotthon utca, IV. kerület", 60 m² terület, 3 + 1 fél szoba
 36.9 M Ft ," Aradi utca, IV. kerület", 57 m² terület, 1 + 1 fél szoba
 25.49 M Ft ," Kispest-Óváros, XIX. kerület", 42 m² terület, 2 szoba
 26.7 M Ft ," Török Flóris utca, XX. kerület", 53 m² terület, 1 + 1 fél szoba
 30.8 M Ft ," József Attila utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 18.5 M Ft ," Nagysándor József utca, XX. kerület", 32 m² terület, 1 szoba
 33.5 M Ft ," Wekerletelep, XIX. kerület", 52 m² terület, 2 szoba
 29.8 M Ft ," Kossuth Lajos utca 83., XX. kerület", 41 m² terület, 1 + 1 fél szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 57 m² terület, 2 + 1 fél szoba
 28.9 M Ft ," Izzó utca, IV. kerület", 54 m² terület, 2 szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 57 m² terület, 3 szoba
 36.84 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 45 m² terület, 2 szoba
 27.8 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 25.9 M Ft ," Hajdú utca, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 23.9 M Ft ," Irányi Dániel utca, XIX. kerület", 37 m² terület, 1 + 1 fél szoba
 36 M Ft ," Újlipótváros, XIII. kerület", 54 m² terület, 1 + 2 fél szoba
 25.3 M Ft ," Nagysándor József utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 36.9 M Ft ," Visegrádi utca, XIII. kerület", 36 m² terület, 1 szoba
 25.9 M Ft ," Kordován tér, IV. kerület", 36 m² terület, 1 szoba
 26.39 M Ft ," Batthyány utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 31 M Ft ," Dobó Katica utca 3, XIX. kerület", 62 m² terület, 2 + 1 fél szoba
 33.9 M Ft ," Előd utca, XX. kerület", 57 m² terület, 2 szoba
 22.5 M Ft ," Angyalföldi út, XIII. kerület", 25 m² terület, 1 szoba
 26.9 M Ft ," Úszódaru utca, XIII. kerület", 25 m² terület, 1 szoba
 35.5 M Ft ," Gyöngyösi utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 32.4 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 54 m² terület, 2 szoba
 32.9 M Ft ," Hajdú utca 27, XIII. kerület", 36 m² terület, 1 szoba
 20.9 M Ft ," Berda József utca, IV. kerület", 40 m² terület, 1 szoba
 36.8 M Ft ," Intarzia utca, IV. kerület", 68 m² terület, 2 + 2 fél szoba
 27.4 M Ft ," Angyalföld, XIII. kerület", 53 m² terület, 2 szoba
 23 M Ft ," Baross utca, XX. kerület", 45 m² terület, 2 szoba
 16.9 M Ft ," Újlipótváros, XIII. kerület", 15 m² terület, 1 szoba
 23.5 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 2 szoba
 29.5 M Ft ," Fiastyúk utca, XIII. kerület", 40 m² terület, 1 szoba
 31.5 M Ft ," Kispest, XIX. kerület", 43 m² terület, 2 szoba
 25.5 M Ft ," Helsinki út, XX. kerület", 57 m² terület, 1 + 2 fél szoba
 34.5 M Ft ," Városház utca, V. kerület", 39 m² terület, 1 szoba
 29.9 M Ft ," Dobó Katica utca, XIX. kerület", 57 m² terület, 3 szoba
 20 M Ft ," Erzsébetfalva, XX. kerület", 27 m² terület, 1 szoba
 34.9 M Ft ," Angyalföld, XIII. kerület", 42 m² terület, 1 + 1 fél szoba
 26.5 M Ft ," Helsinki út, XX. kerület", 57 m² terület, 1 + 2 fél szoba
 31.07 M Ft ," Angyalföld, XIII. kerület", 32 m² terület, 1 szoba
 31.99 M Ft ," Kartács utca, XIII. kerület", 51 m² terület, 2 szoba
 28.9 M Ft ," Szigeti József utca 5-9, IV. kerület", 56 m² terület, 1 + 1 fél szoba
 36 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 64 m² terület, 1 + 2 fél szoba
 36 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 64 m² terület, 1 + 2 fél szoba
 29.8 M Ft ," Megyer, IV. kerület", 63 m² terület, 1 + 2 fél szoba
 32.8 M Ft ," Petőfi utca, XIX. kerület", 75 m² terület, 2 + 2 fél szoba
 34.8 M Ft ," Párkány utca, XIII. kerület", 58 m² terület, 2 szoba
 32 M Ft ," Tahi utca, XIII. kerület", 40 m² terület, 1 szoba
 18.4 M Ft ," Nagysándor József utca, XX. kerület", 28 m² terület, 1 szoba
 17.9 M Ft ," Erzsébetfalva, XX. kerület", 31 m² terület, 1 szoba
 35 M Ft ," Karikás Frigyes utca, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 22.5 M Ft ," Berkenye sétány 11, XX. kerület", 51 m² terület, 2 szoba
 26.9 M Ft ," Helsinki út, XX. kerület", 58 m² terület, 2 szoba
 35.2 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 32 m² terület, 1 szoba
 26.9 M Ft ," Chinoin utca, IV. kerület", 32 m² terület, 1 + 1 fél szoba
 27.9 M Ft ," Hajdú utca, XIII. kerület", 20 m² terület, 1 szoba
 17.9 M Ft ," Erzsébetfalva, XX. kerület", 31 m² terület, 1 szoba
 37.9 M Ft ," Madarász Viktor utca, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 29.9 M Ft ," Belváros, V. kerület", 38 m² terület, 2 szoba
 26.9 M Ft ," Angyalföld-Kertváros, XIII. kerület", 40 m² terület, 1 szoba
 33.9 M Ft ," Nádasdy Kálmán utca, IV. kerület", 64 m² terület, 3 szoba
 34.5 M Ft ," Belváros, V. kerület", 39 m² terület, 1 szoba
 29.9 M Ft ," János utca, XX. kerület", 49 m² terület, 2 szoba
 28 M Ft ," Jázmin utca, XIX. kerület", 46 m² terület, 2 szoba
 28.95 M Ft ," Baross utca, XX. kerület", 53 m² terület, 2 szoba
 35.4 M Ft ," Újpest, IV. kerület", 73 m² terület, 3 szoba
 28 M Ft ," Tatai utca, XIII. kerület", 34 m² terület, 1 szoba
 29.9 M Ft ," Tahi utca, XIII. kerület", 33 m² terület, 1 szoba
 26.5 M Ft ," Szigeti József utca, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Kassai utca 3., IV. kerület", 40 m² terület, 1 + 1 fél szoba
 21 M Ft ," Rózsa utca 5, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 28.99 M Ft ," Ady Endre út, XIX. kerület", 68 m² terület, 2 + 1 fél szoba
 29.5 M Ft ," Munkásotthon utca, IV. kerület", 60 m² terület, 2 + 1 fél szoba
 36.89 M Ft ," Kerekes utca, XIII. kerület", 68 m² terület, 2 szoba
 28.9 M Ft ," Vadász utca 34, V. kerület", 28 m² terület, 1 szoba
 26.5 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 39 m² terület, 1 szoba
 35.5 M Ft ," Gyöngyösi utca, XIII. kerület", 59 m² terület, 1 + 2 fél szoba
 22.9 M Ft ," Újpest – Pozsonyi utcai lakótelep, IV. kerület", 40 m² terület, 1 szoba
 19.7 M Ft ," József Attila utca, IV. kerület", 30 m² terület, 1 szoba
 20.9 M Ft ," Újpest, IV. kerület", 40 m² terület, 1 szoba
 22.9 M Ft ," Határ út, XX. kerület", 37 m² terület, 1 szoba
 22.9 M Ft ," Határ út, XX. kerület", 37 m² terület, 1 szoba
 29.45 M Ft ," Szigeti József utca, IV. kerület", 56 m² terület, 2 szoba
 34.5 M Ft ," Belváros, V. kerület", 39 m² terület, 1 szoba
 31.1 M Ft ," Angyalföld, XIII. kerület", 44 m² terület, 1 szoba
 24.95 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 44 m² terület, 1 + 2 fél szoba
 23.5 M Ft ," Hun utca, XIII. kerület", 30 m² terület, 1 szoba
 16.8 M Ft ," Irányi Dániel utca, IV. kerület", 29 m² terület, 1 szoba
 18 M Ft ," Nagysándor József utca 111, XX. kerület", 70 m² terület, 3 szoba
 27.99 M Ft ," Batthyány utca, XIX. kerület", 53 m² terület, 2 + 1 fél szoba
 32.9 M Ft ," Vőlegény utca, XIII. kerület", 44 m² terület, 1 szoba
 16.9 M Ft ," Baross utca 27., IV. kerület", 36 m² terület, 1 + 1 fél szoba
 25.9 M Ft ," Pincér utca, XIX. kerület", 57 m² terület, 3 szoba
 28.5 M Ft ," Bocskai utca, XIX. kerület", 55 m² terület, 2 szoba
 25.9 M Ft ," Erkel Gyula utca, IV. kerület", 30 m² terület, 1 szoba
 25.99 M Ft ," Baross utca, IV. kerület", 50 m² terület, 1 + 1 fél szoba
 20.99 M Ft ," Erzsébetfalva, XX. kerület", 38 m² terület, 1 szoba
 33.5 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 45 m² terület, 1 + 1 fél szoba
 25.2 M Ft ," Zrínyi utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 36.9 M Ft ," Téglagyártó út 18, XX. kerület", 43 m² terület, 2 szoba
 19.6 M Ft ," Csokonai utca, IV. kerület", 32 m² terület, 1 szoba
 33.5 M Ft ," Vizafogó – Dagály utcai lakótelep, XIII. kerület", 57 m² terület, 1 + 1 fél szoba
 34 M Ft ," Erzsébetfalva, XX. kerület", 50 m² terület, 2 szoba
 23.6 M Ft ," Perényi Zsigmond utca, IV. kerület", 35 m² terület, 1 szoba
 33.9 M Ft ," Angyalföld, XIII. kerület", 39 m² terület, 1 + 2 fél szoba
 17 M Ft ," Irányi Dániel utca, IV. kerület", 29 m² terület, 1 szoba
 37.9 M Ft ," Gubacsipuszta, XX. kerület", 40 m² terület, 2 szoba
 19.8 M Ft ," Kazinczy utca 1, XIX. kerület", 37 m² terület, 1 szoba
 27.4 M Ft ," Béke utca, XIII. kerület", 31 m² terület, 1 szoba
 25.9 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 2 szoba
 35.9 M Ft ," Megyer – Nagyváradi liget lakópark, IV. kerület", 60 m² terület, 1 + 2 fél szoba
 31.65 M Ft ," Újpest, IV. kerület", 71 m² terület, 3 szoba
 37.99 M Ft ," Dagály utca, XIII. kerület", 60 m² terület, 2 szoba
 31.48 M Ft ," Klapka utca, XIII. kerület", 30 m² terület, 1 szoba
 37.9 M Ft ," Reitter Ferenc utca, XIII. kerület", 68 m² terület, 2 szoba
 28.5 M Ft ," Batthyány utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 22.2 M Ft ," Ördögmalom utca, XIII. kerület", 28 m² terület, 1 szoba
 24.5 M Ft ," Dolmány utca, XIII. kerület", 41 m² terület, 1 szoba
 31.9 M Ft ," Szent László út 3, XIII. kerület", 45 m² terület, 2 szoba
 31.9 M Ft ," Szent László út 3, XIII. kerület", 45 m² terület, 3 szoba
 29.5 M Ft ," Reitter Ferenc utca 58, XIII. kerület", 40 m² terület, 1 szoba
 23.9 M Ft ," Berda József utca, IV. kerület", 40 m² terület, 1 szoba
 36.5 M Ft ," Kós Károly tér 8, XIX. kerület", 59 m² terület, 2 szoba
 29.5 M Ft ," Faludi utca, XIII. kerület", 39 m² terület, 1 szoba
 32.9 M Ft ," Váci út, XIII. kerület", 41 m² terület, 1 szoba
 34.9 M Ft ," Kós Károly tér, XIX. kerület", 57 m² terület, 2 szoba
 17 M Ft ," Nagysándor József utca, XX. kerület", 28 m² terület, 1 szoba
 33.9 M Ft ," Vőlegény utca, XIII. kerület", 49 m² terület, 2 szoba
 16.5 M Ft ," Erzsébetfalva, XX. kerület", 30 m² terület, 1 szoba
 26.9 M Ft ," Ady Endre utca, XX. kerület", 54 m² terület, 2 szoba
 15.99 M Ft ," Pacsirtatelep, XX. kerület", 31 m² terület, 1 szoba
 6 M Ft ," Szent László út, XIII. kerület", 40 m² terület, 1 szoba
 29.9 M Ft ," Jász utca, XIII. kerület", 54 m² terület, 2 szoba
 32 M Ft ," Tahi utca, XIII. kerület", 40 m² terület, 1 szoba
 35.1 M Ft ," Pacsirtatelep, XX. kerület", 45 m² terület, 2 szoba
 27.8 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 27.8 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 25.99 M Ft ," Alsóteleki utca, XX. kerület", 65 m² terület, 2 + 1 fél szoba
 28.9 M Ft ," Álmos utca, XIX. kerület", 49 m² terület, 2 szoba
 20.99 M Ft ," Szent Imre herceg utca, XX. kerület", 38 m² terület, 1 szoba
 21.9 M Ft ," Kispest, XIX. kerület", 46 m² terület, 1 szoba
 37.9 M Ft ," Szigeti József utca, IV. kerület", 71 m² terület, 3 szoba
 21.1 M Ft ," Vízisport utca, XX. kerület", 33 m² terület, 1 szoba
 33.4 M Ft ," Nyár utca 81, IV. kerület", 70 m² terület, 2 + 1 fél szoba
 24 M Ft ," Fiastyúk utca, XIII. kerület", 40 m² terület, 1 szoba
 34.5 M Ft ," Dagály utca 12-14, XIII. kerület", 57 m² terület, 2 szoba
 20.2 M Ft ," Újpest-Központ, IV. kerület", 32 m² terület, 1 szoba
 28.5 M Ft ," Zichy Mihály utca, IV. kerület", 53 m² terület, 2 + 1 fél szoba
 23.2 M Ft ," Kordován tér, IV. kerület", 37 m² terület, 1 szoba
 35.5 M Ft ," Galopp utca, IV. kerület", 68 m² terület, 2 + 1 fél szoba
 23.2 M Ft ," Kordován tér, IV. kerület", 37 m² terület, 1 szoba
 21.3 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 38 m² terület, 1 szoba
 21.85 M Ft ," Angyalföld, XIII. kerület", 24 m² terület, 1 szoba
 31.65 M Ft ," Újpesti lakótelep, IV. kerület", 71 m² terület, 3 szoba
 26.9 M Ft ," Fiastyúk utca, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 33.5 M Ft ," Angyalföld-Kertváros, XIII. kerület", 39 m² terület, 1 szoba
 28 M Ft ," Váci út 134/A, XIII. kerület", 44 m² terület, 1 + 1 fél szoba
 10 M Ft ," Madarász Viktor utca 33, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 22.7 M Ft ," Tisza utca 5, XIII. kerület", 34 m² terület, 1 szoba
 19.9 M Ft ," Csokonai utca, IV. kerület", 41 m² terület, 1 szoba
 26 M Ft ," Kispesti lakótelep, XIX. kerület", 68 m² terület, 2 + 1 fél szoba
 21.9 M Ft ," Bíró Mihály utca 20, XX. kerület", 49 m² terület, 2 szoba
 15.52 M Ft ," Lehel utca 7b, XIII. kerület", 26 m² terület, 1 szoba
 27.9 M Ft ," Erkel Gyula utca, IV. kerület", 30 m² terület, 1 szoba
 25.9 M Ft ," Erkel Gyula utca, IV. kerület", 30 m² terület, 1 szoba
 25.9 M Ft ," Erkel Gyula utca, IV. kerület", 30 m² terület, 1 szoba
 32 M Ft ," Karikás Frigyes utca, XIII. kerület", 46 m² terület, 1 + 1 fél szoba
 30.9 M Ft ," Móricz Zsigmond utca, XIX. kerület", 67 m² terület, 2 + 1 fél szoba
 31.2 M Ft ," Baross utca, XX. kerület", 62 m² terület, 1 + 2 fél szoba
 22.9 M Ft ," Áram utca, XIX. kerület", 60 m² terület, 2 szoba
 21.5 M Ft ," Szent István körút, V. kerület", 20 m² terület, 2 szoba
 27.8 M Ft ," Rozsnyai utca, XIII. kerület", 39 m² terület, 1 + 1 fél szoba
 23 M Ft ," Erzsébetfalva, XX. kerület", 45 m² terület, 2 szoba
 29.7 M Ft ," Ady Endre utca, XX. kerület", 70 m² terület, 3 szoba
 29.9 M Ft ," Pozsonyi utca, IV. kerület", 56 m² terület, 1 + 2 fél szoba
 26.6 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 36 M Ft ," Béke utca, XIII. kerület", 53 m² terület, 2 szoba
 26.9 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 2 szoba
 19 M Ft ," Erzsébetfalva, XX. kerület", 39 m² terület, 1 szoba
 29.9 M Ft ," Pannónia utca 34., XIII. kerület", 25 m² terület, 1 szoba
 34.49 M Ft ," Szabolcs utca 15-25., XIII. kerület", 34 m² terület, 1 szoba
 27.5 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 23.89 M Ft ," Csángó utca, XIII. kerület", 28 m² terület, 1 szoba
 20.9 M Ft ," Erzsébetfalva, XX. kerület", 47 m² terület, 1 + 1 fél szoba
 36.9 M Ft ," Dagály utca, XIII. kerület", 48 m² terület, 2 szoba
 34.9 M Ft ," Angyalföld, XIII. kerület", 44 m² terület, 2 szoba
 36.7 M Ft ," Kassák Lajos utca 69, XIII. kerület", 34 m² terület, 1 szoba
 36.7 M Ft ," Kassák Lajos utca 69, XIII. kerület", 34 m² terület, 1 szoba
 28 M Ft ," Jókai utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 24.5 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 34 m² terület, 1 szoba
 24.9 M Ft ," Hársfa sétány, XX. kerület", 54 m² terület, 2 szoba
 35.2 M Ft ," Téglagyártó út, XX. kerület", 40 m² terület, 2 szoba
 26.9 M Ft ," Rákóczi utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 24.4 M Ft ," Tátra tér, XX. kerület", 52 m² terület, 2 szoba
 24.9 M Ft ," Berda József utca, IV. kerület", 35 m² terület, 1 szoba
 18.8 M Ft ," Erzsébetfalva, XX. kerület", 30 m² terület, 2 szoba
 33.9 M Ft ," Pacsirtatelep, XX. kerület", 49 m² terület, 2 szoba
 21.3 M Ft ," Kossuth Lajos utca, XX. kerület", 38 m² terület, 1 szoba
 37.9 M Ft ," Göncöl utca 43, XIII. kerület", 68 m² terület, 2 szoba
 18.9 M Ft ," Nádor utca, IV. kerület", 38 m² terület, 1 szoba
 31.5 M Ft ," Tomori köz, XIII. kerület", 39 m² terület, 1 szoba
 32.9 M Ft ," Kuruc utca, XX. kerület", 50 m² terület, 2 szoba
 34.7 M Ft ," Újpest, IV. kerület", 54 m² terület, 2 szoba
 37.8 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 56 m² terület, 2 szoba
